Unnamed: 0,model,language,framework,repo_url,success,execution_time_seconds,valid_openapi,files_processed,error,expected_paths_count,generated_paths_count,path_match_count,path_recall,path_precision,expected_methods_count,generated_methods_count,method_match_count,method_recall,method_precision,date,description
0.0,llama3,typescript,Express & Firestore,https://github.com/marcusmonteirodesouza/typescript-firestore-terraform-realworld-backend,True,118.05,True,27,,12.0,12.0,11.0,0.9167,0.9167,19.0,18.0,17.0,0.8947,0.9444,28:11:14,
1.0,llama3,typescript,Express + Knex.js + AWS Lambda,https://github.com/kenyipp/realworld-nodejs-example-app,True,185.29,True,145,,12.0,6.0,0.0,0.0,0.0,19.0,6.0,0.0,0.0,0.0,28:11:14,
2.0,llama3,typescript,Express + PostgreSQL + Drizzle + Docker,https://github.com/AhmedFawzy31/realworld-express-postgresql-drizzle,True,149.3,True,43,,12.0,10.0,2.0,0.1667,0.2,19.0,14.0,3.0,0.1579,0.2143,28:11:14,
3.0,llama3,typescript,Neo4j + NestJS,https://github.com/neo4j-examples/nestjs-neo4j-realworld-example,True,312.41,True,31,,12.0,9.0,8.0,0.6667,0.8889,19.0,12.0,11.0,0.5789,0.9167,28:11:14,
4.0,llama3,typescript,NestJS + MikroORM,https://github.com/mikro-orm/nestjs-realworld-example-app,True,207.01,True,37,,12.0,10.0,8.0,0.6667,0.8,19.0,15.0,13.0,0.6842,0.8667,28:11:14,
5.0,llama3,typescript,NestJS + TypeORM,https://github.com/lujakob/nestjs-realworld-example-app,True,230.25,True,35,,12.0,10.0,8.0,0.6667,0.8,19.0,14.0,12.0,0.6316,0.8571,28:11:14,
6.0,llama3,Java,Spring Boot + MyBatis,https://github.com/joyheros/realworld,True,307.26,True,83,,12.0,11.0,0.0,0.0,0.0,19.0,15.0,0.0,0.0,0.0,28:11:14,
7.0,llama3,Java,Spring Boot + Spring Data JPA + PostgreSQL,https://github.com/marcusmonteirodesouza/realworld-backend-spring-boot-java-keycloak-postgresql,True,166.15,True,45,,12.0,9.0,9.0,0.75,1.0,19.0,15.0,15.0,0.7895,1.0,28:11:14,
8.0,llama3,Java,Spring Boot + WebFlux + MongoDB,https://github.com/a-mountain/realworld-spring-webflux,True,310.75,True,66,,12.0,14.0,0.0,0.0,0.0,19.0,17.0,0.0,0.0,0.0,28:11:14,
9.0,llama3,C#,ASP.NET Core + Couchbase,https://github.com/mgroves/realworld-aspnet-couchbase,True,253.14,True,130,,12.0,5.0,0.0,0.0,0.0,19.0,5.0,0.0,0.0,0.0,28:11:14,
10.0,llama3,C#,ASP.NET Core + Microservices,https://github.com/profjordanov/realworld-microservices,True,92.03,True,73,,12.0,1.0,0.0,0.0,0.0,19.0,1.0,0.0,0.0,0.0,28:11:14,
11.0,llama3,typescript,Express & Firestore,https://github.com/marcusmonteirodesouza/typescript-firestore-terraform-realworld-backend,True,427.15,True,27,,12.0,12.0,11.0,0.9167,0.9167,19.0,18.0,17.0,0.8947,0.9444,27:10:45,
12.0,llama3,typescript,Express + Knex.js + AWS Lambda,https://github.com/kenyipp/realworld-nodejs-example-app,True,641.39,True,145,,12.0,7.0,0.0,0.0,0.0,19.0,7.0,0.0,0.0,0.0,27:10:45,
13.0,llama3,typescript,Express + PostgreSQL + Drizzle + Docker,https://github.com/AhmedFawzy31/realworld-express-postgresql-drizzle,True,537.66,False,43,,12.0,11.0,3.0,0.25,0.2727,19.0,15.0,4.0,0.2105,0.2667,27:10:45,
14.0,llama3,typescript,Neo4j + NestJS,https://github.com/neo4j-examples/nestjs-neo4j-realworld-example,True,601.79,True,31,,12.0,9.0,8.0,0.6667,0.8889,19.0,12.0,11.0,0.5789,0.9167,27:10:45,
15.0,llama3,typescript,NestJS + MikroORM,https://github.com/mikro-orm/nestjs-realworld-example-app,True,786.74,False,37,,12.0,11.0,10.0,0.8333,0.9091,19.0,16.0,15.0,0.7895,0.9375,27:10:45,
16.0,llama3,typescript,Express & Firestore,https://github.com/marcusmonteirodesouza/typescript-firestore-terraform-realworld-backend,False,2.84,False,27,Pipeline completed but swagger.json not found at output/typescript-firestore-terraform-realworld-backend/swagger.json,,,,,,,,,,,21:20:14,
17.0,llama3,typescript,Express + Knex.js + AWS Lambda,https://github.com/kenyipp/realworld-nodejs-example-app,False,8.72,False,145,Pipeline completed but swagger.json not found at output/realworld-nodejs-example-app/swagger.json,,,,,,,,,,,21:20:14,
18.0,llama3,typescript,Express + PostgreSQL + Drizzle + Docker,https://github.com/AhmedFawzy31/realworld-express-postgresql-drizzle,False,2.86,False,43,Pipeline completed but swagger.json not found at output/realworld-express-postgresql-drizzle/swagger.json,,,,,,,,,,,21:20:14,
19.0,llama3,typescript,Neo4j + NestJS,https://github.com/neo4j-examples/nestjs-neo4j-realworld-example,True,0.97,False,0,,12.0,10.0,9.0,0.75,0.9,19.0,15.0,14.0,0.7368,0.9333,21:20:14,
20.0,llama3,typescript,NestJS + MikroORM,https://github.com/mikro-orm/nestjs-realworld-example-app,True,238.55,False,33,,12.0,14.0,12.0,1.0,0.8571,19.0,20.0,18.0,0.9474,0.9,21:20:14,
21.0,llama3,typescript,NestJS + TypeORM,https://github.com/lujakob/nestjs-realworld-example-app,True,264.46,False,33,,12.0,14.0,12.0,1.0,0.8571,19.0,20.0,18.0,0.9474,0.9,21:20:14,
22.0,llama3,typescript,Nitro + Prisma + Zod,https://github.com/realworld-apps/nitro-prisma-zod-realworld-example-app,False,3.26,False,43,Pipeline completed but swagger.json not found at output/nitro-prisma-zod-realworld-example-app/swagger.json,,,,,,,,,,,21:20:14,
23.0,llama3,Java,Spring Boot + MyBatis,https://github.com/joyheros/realworld,True,2.19,False,0,,12.0,15.0,12.0,1.0,0.8,19.0,21.0,18.0,0.9474,0.8571,21:20:14,
24.0,llama3,Java,Spring Boot + Spring Data JDBC,https://github.com/alexey-lapin/realworld-backend-spring,False,4.16,False,174,Pipeline completed but swagger.json not found at output/realworld-backend-spring/swagger.json,,,,,,,,,,,21:20:14,
25.0,llama3,Java,Spring Boot + Spring Data JPA + DDD,https://github.com/borovikovd/realworld-backend-spring-ddd,False,1.4,False,36,Pipeline completed but swagger.json not found at output/realworld-backend-spring-ddd/swagger.json,,,,,,,,,,,21:20:14,
26.0,llama3,Java,Spring Boot + Spring Data JPA + PostgreSQL,https://github.com/marcusmonteirodesouza/realworld-backend-spring-boot-java-keycloak-postgresql,True,354.78,False,45,,12.0,21.0,11.0,0.9167,0.5238,19.0,31.0,17.0,0.8947,0.5484,21:20:14,
27.0,llama3,Java,Spring Boot + WebFlux + MongoDB,https://github.com/a-mountain/realworld-spring-webflux,True,353.1,False,66,,12.0,21.0,6.0,0.5,0.2857,19.0,34.0,12.0,0.6316,0.3529,21:20:14,
28.0,llama3,C#,.NET + Minimal API,https://github.com/Erikvdv/realworldapiminimal,False,7.28,False,42,Pipeline completed but swagger.json not found at output/realworldapiminimal/swagger.json,,,,,,,,,,,21:20:14,
29.0,llama3,C#,ASP.NET Core,https://github.com/gothinkster/aspnetcore-realworld-example-app,False,3.77,False,64,Pipeline completed but swagger.json not found at output/aspnetcore-realworld-example-app/swagger.json,,,,,,,,,,,21:20:14,
30.0,llama3,C#,ASP.NET Core + Couchbase,https://github.com/mgroves/realworld-aspnet-couchbase,False,36.51,False,0,"The following component failed to run:
Component name: 'files_analyzer'
Component type: 'FilesAnalyzer'
Error: Extra data: line 16 column 1 (char 314)",,,,,,,,,,,21:20:14,
31.0,llama3,C#,ASP.NET Core + Microservices,https://github.com/profjordanov/realworld-microservices,True,269.33,False,73,,12.0,22.0,6.0,0.5,0.2727,19.0,35.0,12.0,0.6316,0.3429,21:20:14,
32.0,llama3,typescript,Express & Firestore,https://github.com/marcusmonteirodesouza/typescript-firestore-terraform-realworld-backend,False,53.02,False,27,Pipeline completed but swagger.json not found at output/typescript-firestore-terraform-realworld-backend/swagger.json,,,,,,,,,,,26:14:46,
33.0,llama3,typescript,Express + Knex.js + AWS Lambda,https://github.com/kenyipp/realworld-nodejs-example-app,False,155.4,False,145,Pipeline completed but swagger.json not found at output/realworld-nodejs-example-app/swagger.json,,,,,,,,,,,26:14:46,
34.0,llama3,typescript,Express + PostgreSQL + Drizzle + Docker,https://github.com/AhmedFawzy31/realworld-express-postgresql-drizzle,False,78.93,False,43,Pipeline completed but swagger.json not found at output/realworld-express-postgresql-drizzle/swagger.json,,,,,,,,,,,26:14:46,
35.0,llama3,typescript,Neo4j + NestJS,https://github.com/neo4j-examples/nestjs-neo4j-realworld-example,True,175.7,False,31,,12.0,9.0,8.0,0.6667,0.8889,19.0,12.0,11.0,0.5789,0.9167,26:14:46,
36.0,llama3,typescript,NestJS + MikroORM,https://github.com/mikro-orm/nestjs-realworld-example-app,True,180.45,False,37,,12.0,10.0,8.0,0.6667,0.8,19.0,15.0,13.0,0.6842,0.8667,26:14:46,
37.0,llama3,typescript,NestJS + TypeORM,https://github.com/lujakob/nestjs-realworld-example-app,True,181.7,False,35,,12.0,11.0,9.0,0.75,0.8182,19.0,15.0,13.0,0.6842,0.8667,26:14:46,
38.0,llama3,typescript,Nitro + Prisma + Zod,https://github.com/realworld-apps/nitro-prisma-zod-realworld-example-app,False,43.42,False,43,Pipeline completed but swagger.json not found at output/nitro-prisma-zod-realworld-example-app/swagger.json,,,,,,,,,,,26:14:46,
39.0,llama3,Java,Spring Boot + MyBatis,https://github.com/joyheros/realworld,True,269.51,False,83,,12.0,11.0,0.0,0.0,0.0,19.0,15.0,0.0,0.0,0.0,26:14:46,
40.0,llama3,Java,Spring Boot + Spring Data JDBC,https://github.com/alexey-lapin/realworld-backend-spring,False,198.28,False,174,Pipeline completed but swagger.json not found at output/realworld-backend-spring/swagger.json,,,,,,,,,,,26:14:46,
41.0,llama3,Java,Spring Boot + Spring Data JPA + DDD,https://github.com/borovikovd/realworld-backend-spring-ddd,False,82.75,False,36,Pipeline completed but swagger.json not found at output/realworld-backend-spring-ddd/swagger.json,,,,,,,,,,,26:14:46,
42.0,llama3,Java,Spring Boot + Spring Data JPA + PostgreSQL,https://github.com/marcusmonteirodesouza/realworld-backend-spring-boot-java-keycloak-postgresql,True,178.64,False,45,,12.0,8.0,8.0,0.6667,1.0,19.0,13.0,13.0,0.6842,1.0,26:14:46,
43.0,llama3,Java,Spring Boot + WebFlux + MongoDB,https://github.com/a-mountain/realworld-spring-webflux,True,251.73,False,66,,12.0,15.0,0.0,0.0,0.0,19.0,21.0,0.0,0.0,0.0,26:14:46,
44.0,llama3,C#,.NET + Minimal API,https://github.com/Erikvdv/realworldapiminimal,False,91.94,False,42,Pipeline completed but swagger.json not found at output/realworldapiminimal/swagger.json,,,,,,,,,,,26:14:46,
45.0,llama3,C#,ASP.NET Core,https://github.com/gothinkster/aspnetcore-realworld-example-app,False,87.79,False,64,Pipeline completed but swagger.json not found at output/aspnetcore-realworld-example-app/swagger.json,,,,,,,,,,,26:14:46,
46.0,llama3,C#,ASP.NET Core + Couchbase,https://github.com/mgroves/realworld-aspnet-couchbase,True,233.16,False,130,,12.0,6.0,0.0,0.0,0.0,19.0,6.0,0.0,0.0,0.0,26:14:46,
47.0,llama3,C#,ASP.NET Core + Microservices,https://github.com/profjordanov/realworld-microservices,True,102.41,False,73,,12.0,1.0,0.0,0.0,0.0,19.0,1.0,0.0,0.0,0.0,26:14:46,
48.0,llama3,typescript,Express & Firestore,https://github.com/marcusmonteirodesouza/typescript-firestore-terraform-realworld-backend,True,120.96,False,27,,12.0,1.0,0.0,0.0,0.0,19.0,1.0,0.0,0.0,0.0,18:20:27,
49.0,llama3,typescript,Express + Knex.js + AWS Lambda,https://github.com/kenyipp/realworld-nodejs-example-app,True,761.31,False,300,,12.0,23.0,1.0,0.0833,0.0435,19.0,29.0,1.0,0.0526,0.0345,18:20:27,
50.0,llama3,typescript,Express + PostgreSQL + Drizzle + Docker,https://github.com/AhmedFawzy31/realworld-express-postgresql-drizzle,True,381.5,False,43,,12.0,36.0,4.0,0.3333,0.1111,19.0,45.0,6.0,0.3158,0.1333,18:20:27,
51.0,llama3,typescript,Neo4j + NestJS,https://github.com/neo4j-examples/nestjs-neo4j-realworld-example,True,366.62,False,31,,12.0,40.0,4.0,0.3333,0.1,19.0,51.0,6.0,0.3158,0.1176,18:20:27,
52.0,llama3,typescript,NestJS + MikroORM,https://github.com/mikro-orm/nestjs-realworld-example-app,True,432.4,False,40,,12.0,42.0,7.0,0.5833,0.1667,19.0,54.0,9.0,0.4737,0.1667,18:20:27,
53.0,llama3,typescript,NestJS + TypeORM,https://github.com/lujakob/nestjs-realworld-example-app,True,422.9,False,35,,12.0,41.0,6.0,0.5,0.1463,19.0,54.0,9.0,0.4737,0.1667,18:20:27,
54.0,llama3,typescript,Nitro + Prisma + Zod,https://github.com/realworld-apps/nitro-prisma-zod-realworld-example-app,True,454.57,False,43,,12.0,42.0,6.0,0.5,0.1429,19.0,55.0,9.0,0.4737,0.1636,18:20:27,
55.0,llama3,Java,Spring Boot + MyBatis,https://github.com/joyheros/realworld,True,675.36,False,83,,12.0,50.0,6.0,0.5,0.12,19.0,64.0,9.0,0.4737,0.1406,18:20:27,
56.0,llama3,Java,Spring Boot + Spring Data JDBC,https://github.com/alexey-lapin/realworld-backend-spring,True,766.14,False,180,,12.0,50.0,6.0,0.5,0.12,19.0,64.0,9.0,0.4737,0.1406,18:20:27,
57.0,llama3,Java,Spring Boot + Spring Data JPA + DDD,https://github.com/borovikovd/realworld-backend-spring-ddd,True,498.04,False,36,,12.0,50.0,6.0,0.5,0.12,19.0,64.0,9.0,0.4737,0.1406,18:20:27,
58.0,llama3,Java,Spring Boot + Spring Data JPA + PostgreSQL,https://github.com/marcusmonteirodesouza/realworld-backend-spring-boot-java-keycloak-postgresql,True,666.87,False,45,,12.0,51.0,6.0,0.5,0.1176,19.0,65.0,9.0,0.4737,0.1385,18:20:27,
59.0,llama3,Java,Spring Boot + WebFlux + MongoDB,https://github.com/a-mountain/realworld-spring-webflux,True,848.74,False,66,,12.0,57.0,5.0,0.4167,0.0877,19.0,72.0,7.0,0.3684,0.0972,18:20:27,
60.0,llama3,C#,.NET + Minimal API,https://github.com/Erikvdv/realworldapiminimal,True,766.24,False,45,,12.0,64.0,5.0,0.4167,0.0781,19.0,79.0,7.0,0.3684,0.0886,18:20:27,
61.0,llama3,C#,ASP.NET Core,https://github.com/gothinkster/aspnetcore-realworld-example-app,True,789.56,False,64,,12.0,66.0,7.0,0.5833,0.1061,19.0,82.0,10.0,0.5263,0.122,18:20:27,
62.0,llama3,C#,ASP.NET Core + Couchbase,https://github.com/mgroves/realworld-aspnet-couchbase,True,896.47,False,130,,12.0,66.0,7.0,0.5833,0.1061,19.0,82.0,10.0,0.5263,0.122,18:20:27,
63.0,llama3,C#,ASP.NET Core + Microservices,https://github.com/profjordanov/realworld-microservices,True,819.2,False,76,,12.0,71.0,7.0,0.5833,0.0986,19.0,86.0,9.0,0.4737,0.1047,18:20:27,
64.0,llama3,typescript,Express & Firestore,https://github.com/marcusmonteirodesouza/typescript-firestore-terraform-realworld-backend,False,5.8,False,27,Pipeline completed but swagger.json not found at output/typescript-firestore-terraform-realworld-backend/swagger.json,,,,,,,,,,,21:20:46,
65.0,llama3,typescript,Express + Knex.js + AWS Lambda,https://github.com/kenyipp/realworld-nodejs-example-app,False,8.77,False,145,Pipeline completed but swagger.json not found at output/realworld-nodejs-example-app/swagger.json,,,,,,,,,,,21:20:46,
66.0,llama3,typescript,Express + PostgreSQL + Drizzle + Docker,https://github.com/AhmedFawzy31/realworld-express-postgresql-drizzle,False,2.88,False,43,Pipeline completed but swagger.json not found at output/realworld-express-postgresql-drizzle/swagger.json,,,,,,,,,,,21:20:46,
67.0,llama3,typescript,Neo4j + NestJS,https://github.com/neo4j-examples/nestjs-neo4j-realworld-example,True,247.37,False,31,,12.0,8.0,7.0,0.5833,0.875,19.0,13.0,12.0,0.6316,0.9231,21:20:46,
68.0,llama3,typescript,NestJS + MikroORM,https://github.com/mikro-orm/nestjs-realworld-example-app,True,355.65,False,37,,12.0,14.0,12.0,1.0,0.8571,19.0,20.0,18.0,0.9474,0.9,21:20:46,
69.0,llama3,typescript,NestJS + TypeORM,https://github.com/lujakob/nestjs-realworld-example-app,True,388.3,False,35,,12.0,14.0,12.0,1.0,0.8571,19.0,20.0,18.0,0.9474,0.9,21:20:46,
70.0,llama3,typescript,Nitro + Prisma + Zod,https://github.com/realworld-apps/nitro-prisma-zod-realworld-example-app,False,4.19,False,43,Pipeline completed but swagger.json not found at output/nitro-prisma-zod-realworld-example-app/swagger.json,,,,,,,,,,,21:20:46,
71.0,llama3,Java,Spring Boot + MyBatis,https://github.com/joyheros/realworld,True,336.88,False,83,,12.0,13.0,10.0,0.8333,0.7692,19.0,19.0,16.0,0.8421,0.8421,21:20:46,
72.0,llama3,Java,Spring Boot + Spring Data JDBC,https://github.com/alexey-lapin/realworld-backend-spring,False,5.14,False,174,Pipeline completed but swagger.json not found at output/realworld-backend-spring/swagger.json,,,,,,,,,,,21:20:46,
73.0,llama3,Java,Spring Boot + Spring Data JPA + DDD,https://github.com/borovikovd/realworld-backend-spring-ddd,False,1.46,False,36,Pipeline completed but swagger.json not found at output/realworld-backend-spring-ddd/swagger.json,,,,,,,,,,,21:20:46,
74.0,llama3,Java,Spring Boot + Spring Data JPA + PostgreSQL,https://github.com/marcusmonteirodesouza/realworld-backend-spring-boot-java-keycloak-postgresql,True,503.44,False,45,,12.0,19.0,9.0,0.75,0.4737,19.0,29.0,15.0,0.7895,0.5172,21:20:46,
75.0,llama3,Java,Spring Boot + WebFlux + MongoDB,https://github.com/a-mountain/realworld-spring-webflux,True,475.64,False,66,,12.0,26.0,9.0,0.75,0.3462,19.0,39.0,15.0,0.7895,0.3846,21:20:46,
76.0,llama3,C#,.NET + Minimal API,https://github.com/Erikvdv/realworldapiminimal,False,2.36,False,42,Pipeline completed but swagger.json not found at output/realworldapiminimal/swagger.json,,,,,,,,,,,21:20:46,
77.0,llama3,C#,ASP.NET Core,https://github.com/gothinkster/aspnetcore-realworld-example-app,False,2.96,False,64,Pipeline completed but swagger.json not found at output/aspnetcore-realworld-example-app/swagger.json,,,,,,,,,,,21:20:46,
78.0,llama3,C#,ASP.NET Core + Couchbase,https://github.com/mgroves/realworld-aspnet-couchbase,False,36.14,False,0,"The following component failed to run:
Component name: 'files_analyzer'
Component type: 'FilesAnalyzer'
Error: Extra data: line 16 column 1 (char 314)",,,,,,,,,,,21:20:46,
79.0,llama3,C#,ASP.NET Core + Microservices,https://github.com/profjordanov/realworld-microservices,True,821.22,False,73,,12.0,27.0,9.0,0.75,0.3333,19.0,40.0,15.0,0.7895,0.375,21:20:46,
80.0,llama3,typescript,Express & Firestore,https://github.com/marcusmonteirodesouza/typescript-firestore-terraform-realworld-backend,True,99.2,False,27,,12.0,8.0,1.0,0.0833,0.125,19.0,8.0,1.0,0.0526,0.125,19:00:00,
81.0,llama3,typescript,Express + Knex.js + AWS Lambda,https://github.com/kenyipp/realworld-nodejs-example-app,True,306.66,False,145,,12.0,25.0,1.0,0.0833,0.04,19.0,30.0,1.0,0.0526,0.0333,19:00:00,
82.0,llama3,typescript,Express + PostgreSQL + Drizzle + Docker,https://github.com/AhmedFawzy31/realworld-express-postgresql-drizzle,True,355.87,False,43,,12.0,48.0,9.0,0.75,0.1875,19.0,62.0,14.0,0.7368,0.2258,19:00:00,
83.0,llama3,typescript,Neo4j + NestJS,https://github.com/neo4j-examples/nestjs-neo4j-realworld-example,True,405.15,False,31,,12.0,59.0,10.0,0.8333,0.1695,19.0,78.0,16.0,0.8421,0.2051,19:00:00,
84.0,llama3,typescript,NestJS + MikroORM,https://github.com/mikro-orm/nestjs-realworld-example-app,True,462.12,False,37,,12.0,57.0,11.0,0.9167,0.193,19.0,75.0,17.0,0.8947,0.2267,19:00:00,
85.0,llama3,typescript,NestJS + TypeORM,https://github.com/lujakob/nestjs-realworld-example-app,True,535.63,False,35,,12.0,63.0,11.0,0.9167,0.1746,19.0,81.0,17.0,0.8947,0.2099,19:00:00,
86.0,llama3,typescript,Nitro + Prisma + Zod,https://github.com/realworld-apps/nitro-prisma-zod-realworld-example-app,True,585.92,False,43,,12.0,63.0,11.0,0.9167,0.1746,19.0,81.0,17.0,0.8947,0.2099,19:00:00,
